"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Materials/Multishot_Tanx/Body/M_Body.M_Body","0","15","15","1","5.553891","0","0"
"/Game/Materials/Multishot_Tanx/Barrel/M_Barrel.M_Barrel","0","15","15","1","6.165757","0","0"
"/Game/Materials/Multishot_Tanx/Shields/M_WheelShields.M_WheelShields","0","15","15","1","6.558130","0","0"
"/Game/Materials/Multishot_Tanx/Turret/M_Turret.M_Turret","0","15","15","1","6.643489","0","0"
"/Game/Materials/Multishot_Tanx/RightWheel/M_rightwheel_shield.M_rightwheel_shield","0","15","15","1","10.629900","0","0"
"/Game/Materials/Multishot_Tanx/RightWheel/M_rightwheel.M_rightwheel","0","15","15","1","13.134223","0","0"
"/Game/Materials/Multishot_Tanx/Ram/M_Ram.M_Ram","0","15","15","1","9.219826","0","0"
"/Game/Materials/Multishot_Tanx/LeftWheel/M_leftwheel_shield.M_leftwheel_shield","0","15","15","1","5.580950","0","0"
"/Game/Materials/Multishot_Tanx/LeftWheel/M_leftwheel.M_leftwheel","0","15","15","1","5.094538","0","0"
"/Game/Materials/Multishot_Tanx/Exhaust/M_Exhaust.M_Exhaust","0","15","15","1","4.613077","0","0"
"/Game/Materials/Multishot_Tanx/Head/M_Head.M_Head","0","39","39","1","11.167176","0","0"
"/Game/Geometry/Temp_Blockout/Max/Tanks/SingleShot/M_Head.M_Head","0","39","39","1","10.725016","0","0"
"/Game/Materials/GeneralMaterials/M_Invisible.M_Invisible","0","87","87","1","27.684345","0","87"
"/Game/VehicleAdv/Materials/Fixed_Template_Master.Fixed_Template_Master","0","99","99","1","33.775192","0","0"
"/Game/FreeUnrealResources/M5VFXVOL2/Materials/Master/Smoke1_Mat.Smoke1_Mat","0","115","115","1","42.373890","0","0"
"/Game/FreeUnrealResources/M5VFXVOL2/Materials/Master/Smoke_blend_Mat.Smoke_blend_Mat","0","87","87","1","33.047485","0","0"
"/Game/FreeUnrealResources/InfinityBladeEffects/Effects/Masters/M_Add_Trail_2Sided_Pan_Master.M_Add_Trail_2Sided_Pan_Master","0","64","64","2","70.678642","0","0"
"/Game/FreeUnrealResources/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","0","34","34","1","7.969079","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_shockwave08.M_ky_shockwave08","0","42","42","1","9.508372","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_lensFlare02.M_ky_lensFlare02","0","26","26","1","6.613468","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_gaseous03.M_ky_gaseous03","0","34","34","1","8.524727","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_empty.M_ky_empty","0","34","34","1","7.635553","0","0"
"/Game/Blueprints/Enemies/StationaryAI/M_Enemy.M_Enemy","0","39","39","1","10.709304","0","0"
"/Game/Materials/PlayerCharacter/Shield/M_Shield.M_Shield","0","10","10","1","2.580853","0","0"
"/Game/Materials/Multishot_Tanx/TurretBarrel/M_turret_barrel.M_turret_barrel","0","15","15","1","4.509081","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","33","1","0.000000","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/Head/M_Head.M_Head","0","48","48","1","14.474181","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/Body/M_Body.M_Body","0","24","24","1","8.110207","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/Barrel/M_Barrel.M_Barrel","0","29","30","1","9.647407","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/Exhaust/M_Exhaust.M_Exhaust","0","24","24","1","8.104667","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/LeftWheel/M_leftwheel_armor.M_leftwheel_armor","0","24","24","1","8.072610","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/LeftWheel/M_leftwheel_tire.M_leftwheel_tire","0","24","24","1","8.075007","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/RightWheel/M_RightWheel_Armor.M_RightWheel_Armor","0","24","24","1","8.306230","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/RightWheel/M_RightWheel_Tire.M_RightWheel_Tire","0","24","24","1","8.205549","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/Ram/M_Ram.M_Ram","0","24","24","1","8.268032","0","0"
"/Game/Materials/GeneralMaterials/M_SandGravel_Porous_Rock/Standard_MasterMaterial.Standard_MasterMaterial","0","271","271","3","63.759872","0","194"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert18SG.lambert18SG","0","15","15","1","4.473797","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert17SG.lambert17SG","0","15","15","1","4.608155","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_aura18.M_ky_aura18","0","42","42","1","9.985298","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","140","1","0.000000","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert8SG.lambert8SG","0","15","15","1","4.628160","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert14SG.lambert14SG","0","15","15","1","4.517131","0","0"
"/Game/FreeUnrealResources/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","0","26","26","1","6.563880","0","0"
"/Game/FreeUnrealResources/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master.M_Add_Sprite_Master","0","34","34","1","8.100906","0","0"
"/Game/FreeUnrealResources/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","0","34","34","1","8.136332","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert13SG.lambert13SG","0","15","15","1","4.539947","0","0"
"/Game/Geometry/Meshes/Tanks/DoubleShot/lambert1.lambert1","0","39","39","1","10.860784","0","39"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert12SG.lambert12SG","0","15","15","1","4.609099","0","0"
"/Game/Materials/GeneralMaterials/M_White.M_White","0","15","15","1","4.543692","0","0"
"/Game/Materials/Multishot_Tanx/lambert1.lambert1","0","48","48","1","14.162267","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","20","1","0.000000","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_dynDust.M_ky_dynDust","0","42","42","1","10.732985","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_trailGround01_2.M_ky_trailGround01_2","0","42","42","1","10.192041","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_stone02.M_ky_stone02","0","65","71","1","13.662607","0","0"
"/Game/Materials/Generator/M_ShortRail.M_ShortRail","0","15","15","1","4.751289","0","0"
"/Game/Geometry/Temp_Blockout/Max/Tanks/DoubleShot/lambert1.lambert1","0","48","48","1","21.049669","0","0"
"/Game/Materials/Generator/M_ShortPlateform.M_ShortPlateform","0","15","15","1","6.603705","0","0"
"/Game/Materials/Generator/M_LongRail.M_LongRail","0","15","15","1","4.694849","0","0"
"/Game/Materials/Generator/M_Longplateform.M_Longplateform","0","15","15","1","4.832223","0","0"
"/Game/Materials/GeneralMaterials/M_Red.M_Red","0","15","15","1","4.961840","0","0"
"/Game/Materials/Blockout_Materials/M_Building_05.M_Building_05","0","99","99","1","33.894485","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert19SG.lambert19SG","0","15","15","1","4.964489","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/Turret/M_Turret.M_Turret","0","24","24","1","8.553644","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/WheelShield/M_WheelShields.M_WheelShields","0","24","24","1","8.475281","0","0"
"/Game/Geometry/Meshes/Tanks/Heavy_Shot/Heavy/Minigun_Barrel/M_Barrelright_03.M_Barrelright_03","0","24","24","1","8.712873","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/UI/Blueprints/M_MiniMap.M_MiniMap","0","30","32","1","5.814910","0","0"
"/Game/Materials/PlayerCharacter/Tank/MiniGun/M_BulletDecal.M_BulletDecal","0","34","34","1","11.651649","0","0"
"/Game/Materials/PlayerCharacter/Tank/MiniGun/M_MuzzleFlash.M_MuzzleFlash","0","34","34","1","11.472496","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_primitive.M_ky_primitive","0","87","92","1","18.006172","0","0"
"/Game/Materials/PlayerCharacter/Tank/M_SingleShotBody.M_SingleShotBody","0","39","39","1","11.571865","0","0"
"/Game/FreeUnrealResources/AdvancedMagicFX13/Materials/M_ky_shockWave05_2.M_ky_shockWave05_2","0","42","42","1","9.720595","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert20SG.lambert20SG","0","15","15","1","4.485758","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert21SG.lambert21SG","0","15","15","1","4.535182","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert26SG.lambert26SG","0","15","15","1","4.629479","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert27SG.lambert27SG","0","15","15","1","4.555530","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert24SG.lambert24SG","0","15","15","1","4.514075","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert9SG.lambert9SG","0","15","15","1","4.630740","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert11SG.lambert11SG","0","15","15","1","4.562337","0","0"
"/Game/Geometry/Meshes/Enemies/Enemy_Tank/lambert10SG.lambert10SG","0","15","15","1","4.546104","0","0"
"/Game/Materials/Building_01/M_Building_01_10.M_Building_01_10","0","39","39","1","11.162656","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_01.M_EnemySpawn_01","0","39","39","1","11.099720","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_02.M_EnemySpawn_02","0","39","39","1","11.064096","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_03.M_EnemySpawn_03","0","48","48","1","14.280439","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_04.M_EnemySpawn_04","0","39","39","1","11.004159","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_05.M_EnemySpawn_05","0","39","39","1","10.930346","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_06.M_EnemySpawn_06","0","39","39","1","11.031925","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_07.M_EnemySpawn_07","0","39","39","1","11.038527","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_08.M_EnemySpawn_08","0","39","39","1","10.956121","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_09.M_EnemySpawn_09","0","39","39","1","11.008939","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_10.M_EnemySpawn_10","0","39","39","1","11.104577","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_11.M_EnemySpawn_11","0","39","39","1","10.940766","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_12.M_EnemySpawn_12","0","39","39","1","10.991396","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_13.M_EnemySpawn_13","0","39","39","1","11.094464","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_14.M_EnemySpawn_14","0","39","39","1","11.108334","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_15.M_EnemySpawn_15","0","39","39","1","11.101391","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_16.M_EnemySpawn_16","0","39","39","1","11.083268","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_17.M_EnemySpawn_17","0","39","39","1","10.998012","0","0"
"/Game/Materials/EnemySpawn/M_EnemySpawn_18.M_EnemySpawn_18","0","39","39","1","10.882697","0","0"
"/Game/Materials/Enemies/Enemy_GroundTurret/M_GroundTurretbarrel.M_GroundTurretbarrel","0","24","24","1","8.205222","0","0"
"/Game/Materials/Enemies/Enemy_GroundTurret/M_GroundTurretbase.M_GroundTurretbase","0","24","24","1","8.106662","0","0"
"/Game/Materials/Enemies/Enemy_GroundTurret/M_GroundTurrethead.M_GroundTurrethead","0","24","24","1","8.146964","0","0"
"/Game/Materials/Enemies/Enemy_TowerTurret/M_Turretbarrel.M_Turretbarrel","0","24","24","1","8.263013","0","0"
"/Game/Materials/Enemies/Enemy_TowerTurret/M_Turretbase.M_Turretbase","0","24","24","1","8.035005","0","0"
"/Game/Materials/Enemies/Enemy_TowerTurret/M_Turrethead.M_Turrethead","0","24","24","1","8.669609","0","0"
"/Game/Materials/Enemies/Enemy_TowerTurret/M_Turretladder.M_Turretladder","0","48","48","1","15.283433","0","0"
"/Game/Materials/Enemies/Enemy_TowerTurret/M_Turretpipe.M_Turretpipe","0","48","48","1","14.698113","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/Materials/Blockout_Materials/M_Building_01.M_Building_01","0","48","48","1","13.999911","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","24","1","0.000000","0","0"
"/Game/Materials/Gate/GateDoor/M_Gatedoor.M_Gatedoor","0","39","39","1","11.233063","0","0"
"/Game/Materials/Explosive_Barrel/ExplosiveBarrel_2.ExplosiveBarrel_2","0","48","48","1","14.354891","0","0"
"/Game/Geometry/Meshes/Explosive_Barrel/ESB.ESB","0","15","15","1","4.672904","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","87","1","0.000000","0","0"
"/Game/Materials/Building_01/M_Building_01.M_Building_01","0","39","39","1","11.096253","0","0"
"/Game/Materials/Building_01/M_Building_01_02.M_Building_01_02","0","39","39","1","11.172687","0","0"
"/Game/Materials/Building_01/M_Building_01_03.M_Building_01_03","0","39","39","1","11.148741","0","0"
"/Game/Materials/Building_01/M_Building_01_04.M_Building_01_04","0","39","39","1","11.105825","0","0"
"/Game/Materials/Building_01/M_Building_01_05.M_Building_01_05","0","48","48","1","14.277495","0","0"
"/Game/Materials/Building_01/M_Building_01_06.M_Building_01_06","0","48","48","1","14.218490","0","0"
"/Game/Materials/Building_01/M_Building_01_07.M_Building_01_07","0","48","48","1","14.362476","0","0"
"/Game/Materials/Building_01/M_Building_01_08.M_Building_01_08","0","39","39","1","11.092708","0","0"
"/Game/Materials/Building_01/M_Building_01_09.M_Building_01_09","0","48","48","1","14.398305","0","0"
"/Game/Materials/Boss/M_Pipe_01.M_Pipe_01","0","39","39","1","10.946239","0","0"
"/Game/Materials/Building_02/M_Building_02_base.M_Building_02_base","0","39","39","1","10.833733","0","0"
"/Game/Materials/Building_02/M_Building_02_basepipe.M_Building_02_basepipe","0","39","39","1","10.912004","0","0"
"/Game/Materials/Building_02/M_Building_02_connector.M_Building_02_connector","0","39","39","1","10.892793","0","0"
"/Game/Materials/Building_02/M_Building_02_pipe.M_Building_02_pipe","0","39","39","1","10.726279","0","0"
"/Game/Materials/Building_02/M_Building_02_Top.M_Building_02_Top","0","39","39","1","10.770991","0","0"
"/Game/Materials/Building_02/M_Building_02_tube.M_Building_02_tube","0","39","39","1","10.732364","0","0"
"/Game/Materials/Building_02/M_Building_02_vat.M_Building_02_vat","0","39","39","1","10.776555","0","0"
"/Game/Materials/Building_02/M_Building_02_vatpost.M_Building_02_vatpost","0","39","39","1","10.726838","0","0"
"/Game/Materials/Building_02/M_Building_02_vatrail.M_Building_02_vatrail","0","39","39","1","10.953760","0","0"
"/Game/Materials/Communicatio_Tower/M_CommunicationTower_base_01.M_CommunicationTower_base_01","0","39","39","1","11.007362","0","0"
"/Game/Materials/Communicatio_Tower/M_CommunicationTower_base_02.M_CommunicationTower_base_02","0","39","39","1","11.138175","0","0"
"/Game/Materials/Crane/M_Crane_base_01.M_Crane_base_01","0","39","39","1","10.820086","0","0"
"/Game/Materials/Crane/M_Crane_base_02.M_Crane_base_02","0","39","39","1","10.736442","0","0"
"/Game/Materials/Crane/M_Crane_cab.M_Crane_cab","0","39","39","1","10.941569","0","0"
"/Game/Materials/Crane/M_Crane_cabrail.M_Crane_cabrail","0","39","39","1","10.784161","0","0"
"/Game/Materials/Crane/M_Crane_cathead_rail_01.M_Crane_cathead_rail_01","0","39","39","1","10.822888","0","0"
"/Game/Materials/Crane/M_Crane_cathead_rail_02.M_Crane_cathead_rail_02","0","39","39","1","10.775396","0","0"
"/Game/Materials/Crane/M_Crane_cathead_rail_03.M_Crane_cathead_rail_03","0","39","39","1","10.791663","0","0"
"/Game/Materials/Crane/M_Crane_cathead_rail_04.M_Crane_cathead_rail_04","0","39","39","1","10.694254","0","0"
"/Game/Materials/Crane/M_Crane_cathead_rail_05.M_Crane_cathead_rail_05","0","39","39","1","10.802279","0","0"
"/Game/Materials/Crane/M_Crane_cathead_rail_06.M_Crane_cathead_rail_06","0","39","39","1","10.781157","0","0"
"/Game/Materials/Crane/M_Crane_cathead_top.M_Crane_cathead_top","0","39","39","1","10.854239","0","0"
"/Game/Materials/Crane/M_Crane_counterwieght_jib_01.M_Crane_counterwieght_jib_01","0","39","39","1","10.768345","0","0"
"/Game/Materials/Crane/M_Crane_counterwieght_jib_02.M_Crane_counterwieght_jib_02","0","39","39","1","10.893064","0","0"
"/Game/Materials/Crane/M_Crane_counterwieght_jib_03.M_Crane_counterwieght_jib_03","0","39","39","1","10.833714","0","0"
"/Game/Materials/Crane/M_Crane_counterwieght_jib_tie.M_Crane_counterwieght_jib_tie","0","39","39","1","11.115760","0","0"
"/Game/Materials/Crane/M_Crane_counterwieght_jib.M_Crane_counterwieght_jib","0","39","39","1","10.917327","0","0"
"/Game/Materials/Crane/M_Crane_counterwieght_jibrail_01.M_Crane_counterwieght_jibrail_01","0","39","39","1","10.756042","0","0"
"/Game/Materials/Crane/M_Crane_counterwieght_jibrail_02.M_Crane_counterwieght_jibrail_02","0","39","39","1","10.816263","0","0"
"/Game/Materials/Crane/M_Crane_counterwieght_jibrail_03.M_Crane_counterwieght_jibrail_03","0","39","39","1","10.883948","0","0"
"/Game/Materials/Crane/M_Crane_counterwieght_jibrail_04.M_Crane_counterwieght_jibrail_04","0","39","39","1","10.788795","0","0"
"/Game/Materials/Crane/M_Crane_frontjib_02.M_Crane_frontjib_02","0","39","39","1","11.420302","0","0"
"/Game/Materials/Crane/M_Crane_frontjib.M_Crane_frontjib","0","39","39","1","12.319962","0","0"
"/Game/Materials/Crane/M_Crane_jibrail_01.M_Crane_jibrail_01","0","39","39","1","12.168236","0","0"
"/Game/Materials/Crane/M_Crane_jibrail_02.M_Crane_jibrail_02","0","39","39","1","14.213968","0","0"
"/Game/Materials/Crane/M_Crane_jibrail_03.M_Crane_jibrail_03","0","39","39","1","27.089289","0","0"
"/Game/Materials/Crane/M_Crane_jibrail_04.M_Crane_jibrail_04","0","39","39","1","15.145201","0","0"
"/Game/Materials/Crane/M_Crane_jibrail_Tie.M_Crane_jibrail_Tie","0","39","39","1","10.947109","0","0"
"/Game/Materials/Crane/M_Crane_pulley.M_Crane_pulley","0","39","39","1","10.890613","0","0"
"/Game/Materials/Crane/M_Crane_pulley_wire.M_Crane_pulley_wire","0","39","39","1","10.716334","0","0"
"/Game/Materials/Crane/M_Crane_topbase_01.M_Crane_topbase_01","0","39","39","1","11.100729","0","0"
"/Game/Materials/Crane/M_Crane_topbase_02.M_Crane_topbase_02","0","39","39","1","11.973110","0","0"
"/Game/Materials/Crane/M_Crane_topbase_03.M_Crane_topbase_03","0","39","39","1","12.204065","0","0"
"/Game/Materials/Crane/M_Crane_topbase_04.M_Crane_topbase_04","0","39","39","1","11.559277","0","0"
"/Game/Materials/Crane/M_Crane_01_Towerrail.M_Crane_01_Towerrail","0","39","39","1","10.734591","0","0"
"/Game/Materials/Crane/M_Crane_02_Towerrail.M_Crane_02_Towerrail","0","39","39","1","10.802438","0","0"
"/Game/Materials/Crane/M_Crane_Towerrail.M_Crane_Towerrail","0","39","39","1","10.715740","0","0"
"/Game/Materials/Crane/M_Crane_trolley.M_Crane_trolley","0","39","39","1","10.898515","0","0"
"/Game/Materials/GasTanks/Version_01/M_GasTank_01_controlbox.M_GasTank_01_controlbox","0","39","39","1","11.106354","0","0"
"/Game/Materials/GasTanks/Version_01/M_GasTank_01.M_GasTank_01","0","39","39","1","11.208621","0","0"
"/Game/Materials/Gate/Gate_02/M_Gate_02.M_Gate_02","0","39","39","1","11.230695","0","0"
"/Game/Materials/Gate/Gate_02/M_GateSpike_02.M_GateSpike_02","0","39","39","1","10.694677","0","0"
"/Game/Materials/Gate/Gate_02/M_GateWall_02.M_GateWall_02","0","39","39","1","11.127807","0","0"
"/Game/Materials/Gate/Gate_02/M_Gatewallend_02.M_Gatewallend_02","0","39","39","1","10.946072","0","0"
"/Game/Materials/Hanger/M_Airshed_doorsupport_01.M_Airshed_doorsupport_01","0","39","39","1","11.061020","0","0"
"/Game/Materials/Hanger/M_Airshed_doorsupport_02.M_Airshed_doorsupport_02","0","39","39","1","11.032710","0","0"
"/Game/Materials/Hanger/M_Airshed_leftdoor.M_Airshed_leftdoor","0","39","39","1","10.874231","0","0"
"/Game/Materials/Hanger/M_Airshed_rightdoor.M_Airshed_rightdoor","0","39","39","1","11.010732","0","0"
"/Game/Materials/Hanger/M_Airshed_roof.M_Airshed_roof","0","39","39","1","10.927024","0","0"
"/Game/Materials/Hanger/M_Airshed_wall_01.M_Airshed_wall_01","0","39","39","1","10.924805","0","0"
"/Game/Materials/Hanger/M_Airshed_wall_02.M_Airshed_wall_02","0","39","39","1","10.878892","0","0"
"/Game/Materials/Hanger/M_Airshed_wall_03.M_Airshed_wall_03","0","39","39","1","11.006702","0","0"
"/Game/Materials/Hanger/M_Airshed_wall_04.M_Airshed_wall_04","0","39","39","1","10.923006","0","0"
"/Game/Geometry/Meshes/Pipe_Rack/M_Pipe.M_Pipe","0","39","39","1","10.907865","0","0"
"/Game/Geometry/Meshes/Pipe_Rack/M_PipeRack_01.M_PipeRack_01","0","39","39","1","10.776977","0","0"
"/Game/Geometry/Meshes/Pipe_Rack/M_PipeRack_02.M_PipeRack_02","0","39","39","1","10.616893","0","0"
"/Game/Geometry/Meshes/Pipe_Rack/M_PipeRack_03.M_PipeRack_03","0","39","39","1","10.842821","0","0"
"/Game/Geometry/Meshes/Pipe_Rack/M_PipeRack_04.M_PipeRack_04","0","39","39","1","11.182738","0","0"
"/Game/Materials/Satillite/M_Satbase.M_Satbase","0","39","39","1","11.000447","0","0"
"/Game/Materials/Satillite/M_SatHead.M_SatHead","0","39","39","1","11.026527","0","0"
"/Game/Materials/Satillite/M_SatWalkway.M_SatWalkway","0","39","39","1","11.029284","0","0"
